lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2
L61817000094,do_not_disturb_media_team,Yolanda,tier3,9,28,team_lead,True,6076,27,11,webinar,high,Realtor based in a smaller market.,0.10137770150122287,0.005,-0.09637770150122286,0.08394422961884315,0.06673471936261151,0.1079210247401954
L61817000095,ambiguous_team_member,Kevin,tier3,25,16,team_member,False,0,0,3,cold_list,high,Kevin is a realtor in a smaller market.,0.04892591818861442,0.06816092111154007,0.019235002922925647,0.10697295231891872,0.0947351201051165,0.08243571040244398
L61817000096,persuadable_growth,Tom,tier1,20,13,solo,False,0,0,9,cold_list,mid,Tom is a realtor in a major metro.,0.04227671524025408,0.17708430689581606,0.13480759165556197,0.12128943910216025,0.08072265367009233,0.08555694575584309
L61817000097,persuadable_growth,Emily,tier1,18,7,solo,False,0,0,8,cold_list,mid,"Emily has been licensed for 18 years, working in a major metro. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.027143343947212663,0.16188441233536535,0.1347410683881527,0.12189609445309292,0.04795609919087847,0.0674283089279501
L61817000098,lost_cause_parttime,Kevin,tier2,18,1,solo,False,0,0,0,cold_list,low,Realtor based in a mid-size metro.,0.01897358570973841,0.005,-0.01397358570973841,0.11427140882606136,0.0891258600164912,0.06994989536105502
L61817000099,lost_cause_parttime,Brian,tier3,24,3,solo,False,0,0,0,cold_list,low,Brian is a licensed agent in a smaller market with 24 years in the business. Keeps up an active social media presence.,0.012614402450346056,0.005,-0.007614402450346056,0.10848947479277607,0.07918912147073598,0.08369197662913552
L61817000100,persuadable_growth,Priya,tier1,12,11,team_member,False,0,0,9,webinar,mid,"Based in a major metro, Priya has 12 years of experience. Shares listings and updates on social media often.",0.024353006442683216,0.10272903555545573,0.07837602911277251,0.13482149250312475,0.10338684777441955,0.06627342597891332
L61817000101,persuadable_growth,Brian,tier1,5,6,team_member,False,0,0,17,webinar,mid,Realtor based in a major metro.,0.026473128221142263,0.2064974957238537,0.18002436750271145,0.09057579090136401,0.08768198783848248,0.051616787983256154
L61817000102,sure_thing_inbound,Kevin,tier2,14,14,team_member,True,305,3,7,inbound_form,mid,"Kevin has been licensed for 14 years, working in a mid-size metro. Reached out directly through our website.",0.22663547435448184,0.22261411550938423,-0.004021358845097606,0.1539727998027337,0.11115702028844349,0.06727042597700347
L61817000103,sure_thing_inbound,Tom,tier2,12,7,solo,True,51,4,2,inbound_form,mid,Tom is a realtor in a mid-size metro.,0.25501325871442976,0.2761346497609583,0.021121391046528548,0.14707121674117735,0.06916724895747087,0.056824109069515585
L61817000104,persuadable_growth,Sofia,tier3,5,16,solo,False,0,0,15,cold_list,high,"Sofia has been licensed for 5 years, working in a smaller market. Closed 16 deals in the last 12 months.",0.02373163174748867,0.21303423327832927,0.1893026015308406,0.093117726153159,0.09189737252689857,0.07844036339327386
L61817000105,lost_cause_parttime,Grace,tier1,12,3,solo,False,0,0,3,cold_list,low,Grace is a licensed agent in a major metro with 12 years in the business.,0.02425822797655319,0.016729355792219534,-0.007528872184333655,0.0862732128628115,0.08997152983805705,0.06310044246789753
L61817000106,hidden_gem_sparse_bio,Priya,tier1,21,16,solo,False,0,0,7,webinar,high,"Based in a major metro, Priya has 21 years of experience. Closed 16 deals in the last 12 months. Has been thinking about trying short-form video content. Signed up after a webinar.",0.02902078627876721,0.1894503827817165,0.1604295965029493,0.10555658181605322,0.1372618339481384,0.11415052703455938
L61817000107,lost_cause_parttime,James,tier1,2,0,solo,False,0,0,1,cold_list,low,James is a licensed agent in a major metro with 2 years in the business. Closed 0 deals in the last 12 months. Says they want to grow the business this year.,0.020014933103674037,0.0566500567970188,0.03663512369334476,0.10523932774353184,0.06590059084668168,0.09476282232179047
L61817000108,hidden_gem_sparse_bio,Carlos,tier2,18,11,team_member,False,0,0,10,cold_list,mid,"Carlos has been licensed for 18 years, working in a mid-size metro. Closed 11 deals in the last 12 months. Keeps up an active social media presence. Sourced from a purchased contact list.",0.030768498312482295,0.11553117595639785,0.08476267764391555,0.12996251364509168,0.06785925500833925,0.04311559200559825
L61817000109,ambiguous_team_member,Andre,tier3,17,10,team_member,False,0,0,6,webinar,mid,Andre is a realtor in a smaller market.,0.06624452644576118,0.09857134556731352,0.032326819121552344,0.11938822029286757,0.10665335866587967,0.06820857849842746
L61817000110,ambiguous_team_member,Robert,tier1,16,11,team_member,False,0,0,11,webinar,mid,Robert is a licensed agent with 16 years in the business.,0.04361249655002713,0.11473150942641067,0.07111901287638353,0.08681006481346448,0.07753953521229486,0.06143381305877916
L61817000111,sure_thing_inbound,Carlos,tier1,8,9,solo,True,203,2,3,inbound_form,mid,Carlos is a licensed agent with 8 years in the business.,0.3807087398240072,0.36330179754609787,-0.017406942277909343,0.1523534573220988,0.08528869495710835,0.09570052057129408
L61817000112,ambiguous_team_member,Tom,tier2,5,3,team_member,False,0,0,2,cold_list,low,Tom is a licensed agent in a mid-size metro with 5 years in the business. Closed 3 deals in the last 12 months.,0.05123747548129575,0.11332643998095196,0.06208896449965621,0.10602979746923728,0.11765512610006258,0.0562226552554692
L61817000113,hidden_gem_sparse_bio,Sofia,tier1,19,15,solo,False,0,0,10,cold_list,high,"Based in a major metro, Sofia has 19 years of experience. Shares listings and updates on social media often. Added from an outreach list.",0.030305137187577085,0.18386947675614632,0.15356433956856924,0.10454633134460938,0.13908530653579515,0.09306349050255103
L61817000114,lost_cause_parttime,Brian,tier2,25,1,solo,False,0,0,2,cold_list,low,Brian is a realtor in a mid-size metro.,0.016426506926201137,0.02114358018507031,0.004717073258869171,0.09694401866859587,0.0788850649155096,0.07122712908406646
L61817000115,hidden_gem_sparse_bio,Wei,tier3,2,13,team_member,False,0,0,8,webinar,mid,"Wei has been licensed for 2 years, working in a smaller market. Closed 13 deals in the last 12 months.",0.032933808344003224,0.18818156769630617,0.15524775935230295,0.10338284351015622,0.13527564081057436,0.10939929827605999
L61817000116,lost_cause_parttime,Daniel,tier2,22,1,solo,False,0,0,2,cold_list,low,"Daniel has been licensed for 22 years, working in a mid-size metro. Sourced from a purchased contact list.",0.02746649265775556,0.038542586301472774,0.011076093643717214,0.11427238198515817,0.13040239663798242,0.09997757515134918
L61817000117,hidden_gem_sparse_bio,Michael,tier3,20,11,team_member,False,0,0,5,cold_list,mid,"Michael has been licensed for 20 years, working in a smaller market.",0.021447819271582336,0.16503429273913284,0.1435864734675505,0.07751589515590637,0.11040187970232322,0.05142448139419729
L61817000118,hidden_gem_sparse_bio,Maria,tier3,6,19,solo,False,0,0,4,cold_list,high,Maria is a realtor in a smaller market.,0.0475584781032553,0.23727860517316857,0.18972012706991326,0.1123282362017824,0.1457126663836698,0.08083216644082532
L61817000119,lost_cause_parttime,Aisha,tier2,22,1,solo,False,0,0,2,cold_list,low,Realtor based in a mid-size metro.,0.017223434551603942,0.005,-0.012223434551603941,0.13362845274551244,0.0515626644011668,0.10487031188832067
L61817000120,ambiguous_team_member,Nina,tier2,16,17,team_member,False,0,0,2,webinar,high,"Nina has been licensed for 16 years, working in a mid-size metro. Closed 17 deals in the last 12 months. Has some in-house support for producing video content.",0.036703718800861714,0.047995502177241356,0.011291783376379642,0.08694608603979179,0.1140178550825496,0.08878960614302313
L61817000121,hidden_gem_sparse_bio,Grace,tier2,17,13,team_member,False,0,0,11,cold_list,mid,Grace is a licensed agent in a mid-size metro with 17 years in the business. Closed 13 deals in the last 12 months. Keeps up an active social media presence. Added from an outreach list.,0.030114040380768096,0.19678376349099905,0.16666972311023096,0.09302291885635502,0.13285670913840886,0.058036383266226454
L61817000122,ambiguous_team_member,Robert,tier2,9,5,team_member,False,0,0,5,cold_list,mid,"Robert has been licensed for 9 years, working in a mid-size metro. Closed 5 deals in the last 12 months. Added from an outreach list.",0.044707048685999534,0.16474437794035168,0.12003732925435215,0.08098074481549938,0.07377950220345918,0.06028367766491623
L61817000123,do_not_disturb_media_team,Daniel,tier1,10,27,team_lead,True,13624,14,26,webinar,high,Daniel is a licensed agent in a major metro with 10 years in the business. Closed 27 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Posts on Instagram regularly. Attended one of our marketing webinars.,0.07577956728682736,0.06806082028871666,-0.007718746998110704,0.08031934081609801,0.0648880762391863,0.12573461610695746
L61817000124,do_not_disturb_media_team,Grace,tier1,3,18,team_lead,True,9276,25,26,cold_list,high,Grace is a licensed agent in a major metro with 3 years in the business. Closed 18 deals in the last 12 months. Keeps up an active social media presence. Sourced from a purchased contact list.,0.053928282611994796,0.005,-0.0489282826119948,0.08276890194159466,0.07094465445107599,0.1350306510383716
L61817000125,ambiguous_team_member,Tom,tier1,12,5,team_member,False,0,0,5,cold_list,mid,Realtor based in a major metro.,0.05488440586090791,0.08948832952807943,0.03460392366717152,0.10428719428426335,0.10380454973830995,0.06550090854556481
L61817000126,persuadable_growth,David,tier2,19,19,solo,False,0,0,8,webinar,high,David is a realtor in a mid-size metro.,0.021857789676159985,0.1132543799207757,0.09139659024461572,0.09594399521513887,0.1395372630856728,0.06440841071403204
L61817000127,ambiguous_team_member,Maria,tier1,17,4,team_member,False,0,0,2,cold_list,low,Maria is a licensed agent in a major metro with 17 years in the business.,0.049764638875883054,0.05860724609309923,0.008842607217216178,0.0719106541950029,0.08730086204862689,0.10536892279253145
L61817000128,persuadable_growth,Emily,tier3,25,11,solo,False,0,0,18,webinar,mid,Emily is a realtor in a smaller market.,0.03934519885227734,0.18583183199855033,0.146486633146273,0.07515835085077154,0.09301796525656016,0.07621679781157642
L61817000129,persuadable_growth,Kevin,tier2,9,15,solo,False,0,0,10,cold_list,high,"Based in a mid-size metro, Kevin has 9 years of experience. Has some in-house support for producing video content. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.033223857778149984,0.20504339279749112,0.17181953501934114,0.10967015574765687,0.11133004899578448,0.04726923756970475
L61817000130,persuadable_growth,Maria,tier2,20,8,team_member,False,0,0,18,cold_list,mid,"Maria has been licensed for 20 years, working in a mid-size metro. Closed 8 deals in the last 12 months.",0.04026034598157154,0.20583591664593467,0.16557557066436313,0.09994690005509842,0.11730427306927863,0.07801375316639847
L61817000131,persuadable_growth,Robert,tier3,19,17,solo,False,0,0,18,webinar,high,Robert is a licensed agent with 19 years in the business.,0.02544920012739936,0.1758740389648915,0.15042483883749214,0.07881008999739779,0.09226528210639137,0.09211562845788841
L61817000132,persuadable_growth,Fatima,tier2,8,11,solo,False,0,0,12,cold_list,mid,Fatima is a licensed agent in a mid-size metro with 8 years in the business. Sourced from a purchased contact list.,0.02604419821337622,0.1292321074729818,0.10318790925960558,0.0994137982957458,0.0673455987180086,0.05862074713036965
L61817000133,do_not_disturb_media_team,Julia,tier3,24,33,team_lead,True,7296,16,18,cold_list,high,"Julia has been licensed for 24 years, working in a smaller market. Closed 33 deals in the last 12 months. Has some in-house support for producing video content. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.07717092961409172,0.10412652326470093,0.026955593650609205,0.09344620844268976,0.06038960064224687,0.14074340350154785
L61817000134,persuadable_growth,Yolanda,tier2,8,9,team_member,False,0,0,12,webinar,mid,"Yolanda has been licensed for 8 years, working in a mid-size metro. Closed 9 deals in the last 12 months. Signed up after a webinar.",0.031643825587990865,0.1895180176814491,0.15787419209345824,0.08743410092423541,0.07189367153631024,0.09532540288641411
L61817000135,persuadable_growth,Aisha,tier3,11,9,team_member,False,0,0,11,cold_list,mid,"Aisha has been licensed for 11 years, working in a smaller market. Closed 9 deals in the last 12 months. Added from an outreach list.",0.0420405645585785,0.20438391267208755,0.16234334811350906,0.08832085454094456,0.11690810465254893,0.08090256853450468
L61817000136,persuadable_growth,David,tier3,10,18,solo,False,0,0,16,cold_list,high,"David has been licensed for 10 years, working in a smaller market. Has been thinking about trying short-form video content. Posts on Instagram regularly.",0.0281698567082966,0.14227458437795082,0.11410472766965422,0.11218246184744335,0.07635344468720891,0.08011800950090597
L61817000137,persuadable_growth,Sofia,tier2,9,8,team_member,False,0,0,17,webinar,mid,"Sofia has been licensed for 9 years, working in a mid-size metro. Posts on Instagram regularly.",0.020219606793578114,0.19553560512799187,0.17531599833441375,0.12001154112026394,0.0928939648461519,0.055412207313845885
L61817000138,persuadable_growth,Wei,tier1,16,5,solo,False,0,0,12,webinar,mid,Wei is a licensed agent in a major metro with 16 years in the business. Closed 5 deals in the last 12 months. Posts on Instagram regularly. Attended one of our marketing webinars.,0.03276172968465317,0.2664524333286108,0.2336907036439576,0.11754528861695682,0.10132339877495412,0.05735157294961199
L61817000139,ambiguous_team_member,Nina,tier3,8,17,team_member,False,0,0,6,cold_list,high,Nina is a licensed agent in a smaller market with 8 years in the business. Closed 17 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule. Added from an outreach list.,0.06578747891250007,0.1280682988198254,0.06228081990732533,0.10333249266487449,0.10742430772239187,0.032218859493575634
L61817000140,ambiguous_team_member,Maria,tier3,22,9,team_member,False,0,0,3,webinar,mid,Realtor based in a smaller market.,0.03920330821284312,0.13247611572164894,0.09327280750880582,0.14971314486389398,0.047069515643995405,0.06556840208871001
L61817000141,sure_thing_inbound,Fatima,tier2,9,6,team_member,False,0,0,6,inbound_form,mid,Fatima is a licensed agent in a mid-size metro with 9 years in the business. Has been thinking about trying short-form video content. Filled out our contact form.,0.21368766844433537,0.20224183977370827,-0.0114458286706271,0.16191753695835323,0.07170034347008403,0.09290687010659218
L61817000142,persuadable_growth,Andre,tier3,21,8,solo,False,0,0,16,cold_list,mid,Andre is a licensed agent in a smaller market with 21 years in the business. Sourced from a purchased contact list.,0.030022193312780564,0.17739449903306453,0.14737230572028398,0.13151450069052562,0.08635773223686341,0.09175936942265822
L61817000143,ambiguous_team_member,Nina,tier1,23,13,team_member,False,0,0,8,webinar,mid,Realtor based in a major metro.,0.05592394938839693,0.09154779070317123,0.0356238413147743,0.14755262682828196,0.09721771657077939,0.07653568890929628
L61817000144,persuadable_growth,Linda,tier2,22,16,solo,False,0,0,11,webinar,high,Linda is a licensed agent in a mid-size metro with 22 years in the business. Closed 16 deals in the last 12 months.,0.02856125854795579,0.10928949705475,0.0807282385067942,0.08391551439374378,0.13346505639744563,0.08687743510031966
L61817000145,persuadable_growth,Daniel,tier2,4,8,team_member,False,0,0,14,webinar,mid,Daniel is a licensed agent in a mid-size metro with 4 years in the business. Closed 8 deals in the last 12 months.,0.024257014682681474,0.16956693579031507,0.14530992110763358,0.08806595134629669,0.04813378404611715,0.08271187690789576
L61817000146,persuadable_growth,Tom,tier1,9,16,team_member,False,0,0,8,webinar,high,"Based in a major metro, Tom has 9 years of experience. Attended one of our marketing webinars.",0.029332809234685113,0.1569037241156747,0.12757091488098957,0.09072247050119395,0.11800629222157435,0.044971328065644044
L61817000147,persuadable_growth,Emily,tier2,12,12,solo,False,0,0,11,cold_list,mid,"Emily has been licensed for 12 years, working in a mid-size metro. Has been thinking about trying short-form video content. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.02913999773823203,0.19478050647904868,0.16564050874081665,0.10804691844977045,0.10622489750917301,0.055451948727046424
L61817000148,lost_cause_parttime,Wei,tier3,23,2,solo,False,0,0,2,cold_list,low,"Based in a smaller market, Wei has 23 years of experience. Added from an outreach list.",0.017077844803351776,0.08262336153683086,0.06554551673347908,0.08832232434368521,0.09444089591701031,0.09817818113934271
L61817000149,hidden_gem_sparse_bio,Michael,tier1,2,6,solo,False,0,0,5,webinar,mid,"Michael has been licensed for 2 years, working in a major metro. Closed 6 deals in the last 12 months. Recently asked about getting started with video for listings.",0.02686366125678988,0.18709222333145986,0.16022856207466998,0.08101363522580998,0.09061432878919473,0.08565847255120623
L61817000150,ambiguous_team_member,Carlos,tier1,4,3,team_member,False,0,0,10,cold_list,low,"Based in a major metro, Carlos has 4 years of experience. The team already runs a YouTube channel with a dedicated media hire. Sourced from a purchased contact list.",0.050327706244756326,0.10244299294730055,0.05211528670254423,0.11644178812963307,0.11387968807062684,0.07255067809519758
L61817000151,hidden_gem_sparse_bio,Robert,tier2,19,11,team_member,False,0,0,8,webinar,mid,Robert is a licensed agent in a mid-size metro with 19 years in the business. Closed 11 deals in the last 12 months. Signed up after a webinar.,0.039161357634747755,0.2435860998354939,0.20442474220074613,0.12773574443633892,0.10226821852776168,0.07777502717571723
L61817000152,lost_cause_parttime,David,tier2,21,1,solo,False,0,0,0,cold_list,low,David is a licensed agent with 21 years in the business.,0.016381096753056084,0.005,-0.011381096753056083,0.06555108620353524,0.10818266397856961,0.051655538162633644
L61817000153,persuadable_growth,Brian,tier3,12,9,solo,False,0,0,16,cold_list,mid,Brian is a licensed agent in a smaller market with 12 years in the business. Closed 9 deals in the last 12 months. Keeps up an active social media presence. Sourced from a purchased contact list.,0.027446755500229396,0.09024587283840943,0.06279911733818003,0.08720232997932537,0.07212608527486376,0.08067278255778994
L61817000154,persuadable_growth,Priya,tier3,23,9,solo,False,0,0,11,webinar,mid,"Based in a smaller market, Priya has 23 years of experience. Mentioned wanting help building out a YouTube presence. Attended one of our marketing webinars.",0.026360869451956922,0.15520499594967627,0.12884412649771934,0.06765263200043745,0.06735902364829922,0.10500616391437517
L61817000155,persuadable_growth,Brian,tier1,4,14,team_member,False,0,0,9,cold_list,mid,Brian is a licensed agent in a major metro with 4 years in the business. Closed 14 deals in the last 12 months.,0.02984625125289017,0.15558804256189232,0.12574179130900215,0.08872495751998262,0.10755938140066561,0.09489930330752042
L61817000156,persuadable_growth,Emily,tier3,21,8,solo,False,0,0,18,cold_list,mid,Emily is a realtor in a smaller market.,0.02539075289613852,0.14172110203483027,0.11633034913869175,0.09612043710148625,0.08441745746522396,0.07082022086244599
L61817000157,ambiguous_team_member,David,tier2,17,10,team_member,False,0,0,3,webinar,mid,Realtor based in a mid-size metro.,0.05061321575158195,0.07244482951928075,0.021831613767698793,0.1091947640688637,0.09118590079013864,0.1144957466932363
L61817000158,lost_cause_parttime,David,tier2,12,0,solo,False,0,0,3,cold_list,low,David is a licensed agent in a mid-size metro with 12 years in the business. Closed 0 deals in the last 12 months.,0.022834143649131913,0.09322211049911437,0.07038796684998246,0.12510033670833637,0.08959644399539271,0.08403253931674617
L61817000159,sure_thing_inbound,David,tier3,4,10,team_member,True,53,7,3,inbound_form,mid,David is a licensed agent in a smaller market with 4 years in the business. Closed 10 deals in the last 12 months.,0.3351376704003285,0.4045035580175632,0.06936588761723472,0.1699336315729157,0.11233270843425276,0.04757906351364805
L61817000160,ambiguous_team_member,James,tier2,17,14,team_member,False,0,0,5,webinar,mid,"James has been licensed for 17 years, working in a mid-size metro. Closed 14 deals in the last 12 months.",0.05787444824483506,0.09951374495428231,0.04163929670944725,0.06593844153613512,0.05976404312399219,0.11752867876149932
L61817000161,lost_cause_parttime,James,tier3,15,0,solo,False,0,0,2,cold_list,low,James is a licensed agent in a smaller market with 15 years in the business. Closed 0 deals in the last 12 months. Sourced from a purchased contact list. Says they want to grow the business this year.,0.01897665744533291,0.030893647986165416,0.011916990540832506,0.1065328285125126,0.08921944050104852,0.06632593720849655
L61817000162,ambiguous_team_member,Emily,tier1,6,16,team_member,False,0,0,7,cold_list,high,Emily is a realtor in a major metro.,0.04922095886816749,0.047277299547838166,-0.001943659320329326,0.10119506567575204,0.1296943604915708,0.04882441593997608
L61817000163,lost_cause_parttime,Fatima,tier1,23,1,solo,False,0,0,3,cold_list,low,Fatima is a realtor in a major metro.,0.028839356944772642,0.03437501517405823,0.005535658229285586,0.11476367160043441,0.06263970510187683,0.0796870430323401
L61817000164,persuadable_growth,Nina,tier3,12,5,solo,False,0,0,6,cold_list,mid,Nina is a licensed agent in a smaller market with 12 years in the business. Closed 5 deals in the last 12 months.,0.02814018417241107,0.20507486150902252,0.17693467733661145,0.06979431208117379,0.07329902538995772,0.08964335191534023
L61817000165,persuadable_growth,Grace,tier3,2,6,team_member,False,0,0,13,webinar,mid,"Based in a smaller market, Grace has 2 years of experience. Closed 6 deals in the last 12 months. Keeps up an active social media presence. Signed up after a webinar.",0.0391343509117753,0.16753723856707972,0.12840288765530442,0.09027800453783867,0.10937348864049681,0.08646258972322028
L61817000166,do_not_disturb_media_team,Daniel,tier2,10,37,team_lead,True,19288,15,18,webinar,high,"Based in a mid-size metro, Daniel has 10 years of experience. Closed 37 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule. Shares listings and updates on social media often. Signed up after a webinar.",0.12532753863011806,0.12756492397060898,0.0022373853404909216,0.08699237516223762,0.05174638783293685,0.16524133448486558
L61817000167,hidden_gem_sparse_bio,Julia,tier1,18,17,solo,False,0,0,9,webinar,high,Julia is a licensed agent in a major metro with 18 years in the business.,0.0319736032719091,0.23847097143009685,0.20649736815818776,0.11212530453198379,0.09443773329452812,0.0672862290138061
L61817000168,persuadable_growth,Michael,tier1,24,8,team_member,False,0,0,14,cold_list,mid,"Michael has been licensed for 24 years, working in a major metro. Closed 8 deals in the last 12 months. Keeps up an active social media presence. Sourced from a purchased contact list.",0.030635668606818055,0.19774365207379654,0.1671079834669785,0.08373921452935462,0.05086439754713281,0.08815746835917675
L61817000169,lost_cause_parttime,Daniel,tier2,18,3,solo,False,0,0,2,cold_list,low,"Daniel has been licensed for 18 years, working in a mid-size metro. Closed 3 deals in the last 12 months.",0.017677653216503005,0.0653414809589852,0.0476638277424822,0.08752577356659685,0.10373045064865387,0.06042777191085906
L61817000170,do_not_disturb_media_team,Daniel,tier1,7,36,team_lead,True,6394,29,16,cold_list,high,Daniel is a licensed agent in a major metro with 7 years in the business. Closed 36 deals in the last 12 months. Shares listings and updates on social media often.,0.06028356647751046,0.08830542016095383,0.02802185368344337,0.11573548944029526,0.07283682883604653,0.0779765616481537
L61817000171,sure_thing_inbound,James,tier2,24,9,team_member,True,36,4,13,inbound_form,mid,"James has been licensed for 24 years, working in a mid-size metro. Closed 9 deals in the last 12 months. Mentioned wanting help building out a YouTube presence. The team already runs a YouTube channel with a dedicated media hire. Filled out our contact form.",0.32943212074363065,0.2855580902264491,-0.04387403051718153,0.10386219355162565,0.09795712934618406,0.07715885420133839
L61817000172,hidden_gem_sparse_bio,Wei,tier2,5,17,team_member,False,0,0,14,cold_list,high,"Based in a mid-size metro, Wei has 5 years of experience. Closed 17 deals in the last 12 months. Has been thinking about trying short-form video content.",0.034470920538731104,0.13541091257726767,0.10093999203853657,0.11653164333904406,0.10609383186263528,0.0819056245478652
L61817000173,hidden_gem_sparse_bio,Julia,tier1,16,9,team_member,False,0,0,8,cold_list,mid,Realtor based in a major metro.,0.0419842878795855,0.15975389041462917,0.11776960253504368,0.10481929955754311,0.07457973857972854,0.06021527711808222
L61817000174,persuadable_growth,Michael,tier3,3,17,team_member,False,0,0,15,cold_list,high,"Michael has been licensed for 3 years, working in a smaller market. Closed 17 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Shares listings and updates on social media often.",0.03144285181277567,0.2350246630949008,0.20358181128212513,0.07824090604885768,0.12426564114989479,0.05220140175248612
L61817000175,hidden_gem_sparse_bio,Robert,tier2,11,15,team_member,False,0,0,17,webinar,high,Realtor based in a mid-size metro.,0.031210218622297833,0.23597438183200606,0.20476416320970822,0.08593574577198237,0.07656701893155175,0.06203054571834461
L61817000176,persuadable_growth,Emily,tier2,2,18,team_member,False,0,0,16,cold_list,high,"Based in a mid-size metro, Emily has 2 years of experience. Closed 18 deals in the last 12 months. Shares listings and updates on social media often. Sourced from a purchased contact list.",0.028770284610246086,0.23177392998883026,0.20300364537858417,0.12227063088527196,0.13928790064249022,0.06883225233754002
L61817000177,sure_thing_inbound,Sofia,tier1,7,3,solo,True,174,5,12,inbound_form,low,"Based in a major metro, Sofia has 7 years of experience. Closed 3 deals in the last 12 months. Shares listings and updates on social media often.",0.3043232920390097,0.3093314856642196,0.005008193625209878,0.12367951735080174,0.07959241436559737,0.08529460854467658
L61817000178,ambiguous_team_member,Tom,tier2,20,5,team_member,False,0,0,4,webinar,mid,"Based in a mid-size metro, Tom has 20 years of experience. Closed 5 deals in the last 12 months. Has some in-house support for producing video content. Posts on Instagram regularly.",0.046636772488408265,0.06818782213848343,0.021551049650075163,0.09433109213828726,0.11420735742541505,0.05806902288780928
L61817000179,sure_thing_inbound,Brian,tier2,13,13,solo,True,400,3,10,inbound_form,mid,"Based in a mid-size metro, Brian has 13 years of experience. Recently asked about getting started with video for listings.",0.33714179151803697,0.39646541174927524,0.05932362023123827,0.14017925995335803,0.061835462805856674,0.08342297135460748
L61817000180,ambiguous_team_member,Aisha,tier2,1,16,team_member,False,0,0,3,cold_list,high,Aisha is a licensed agent in a mid-size metro with 1 years in the business. Closed 16 deals in the last 12 months. Added from an outreach list.,0.04360791349659904,0.14639881403046984,0.1027909005338708,0.13709742185963125,0.06637476403980404,0.048124319452852934
L61817000181,lost_cause_parttime,Linda,tier3,25,0,solo,False,0,0,3,cold_list,low,Linda is a realtor in a smaller market.,0.020973800776981726,0.005,-0.015973800776981725,0.09039814661977802,0.10529210274398894,0.0818437371725025
L61817000182,lost_cause_parttime,Grace,tier1,22,0,solo,False,0,0,1,cold_list,low,Grace is a licensed agent with 22 years in the business.,0.013576676349875005,0.0564737491178315,0.04289707276795649,0.0578406952407176,0.09043325566861946,0.09103763886656618
L61817000183,persuadable_growth,Maria,tier3,19,5,solo,False,0,0,19,webinar,mid,"Maria has been licensed for 19 years, working in a smaller market. Closed 5 deals in the last 12 months.",0.026117418856818234,0.1597995029477276,0.13368208409090937,0.08185253349540109,0.07774884423698022,0.08340807224927839
L61817000184,ambiguous_team_member,Marcus,tier3,22,7,team_member,False,0,0,3,webinar,mid,"Based in a smaller market, Marcus has 22 years of experience. Closed 7 deals in the last 12 months. Signed up after a webinar.",0.04540206965692633,0.005,-0.04040206965692633,0.059552120412506473,0.06676312728104833,0.07309652312966235
L61817000185,sure_thing_inbound,Priya,tier2,25,8,team_member,False,0,0,2,inbound_form,mid,Priya is a licensed agent with 25 years in the business.,0.22799488113525365,0.2727688207579356,0.044773939622681974,0.1388026443987679,0.08042644631321001,0.06143546614287841
L61817000186,lost_cause_parttime,Wei,tier3,9,0,solo,False,0,0,3,cold_list,low,"Wei has been licensed for 9 years, working in a smaller market. Closed 0 deals in the last 12 months. Added from an outreach list.",0.028916840973281406,0.08688865393841873,0.05797181296513732,0.10644605265530048,0.114088764706298,0.05878026649415102
L61817000187,lost_cause_parttime,Marcus,tier3,8,0,solo,False,0,0,0,webinar,low,"Based in a smaller market, Marcus has 8 years of experience. Signed up after a webinar.",0.027267544444768938,0.03995863827761575,0.01269109383284681,0.09730584060267694,0.09853868744370474,0.08796748135984693
L61817000188,persuadable_growth,Maria,tier1,3,7,solo,False,0,0,16,cold_list,mid,"Based in a major metro, Maria has 3 years of experience. Closed 7 deals in the last 12 months. Sourced from a purchased contact list.",0.03215276545256135,0.2066140265537677,0.17446126110120636,0.13357152911804843,0.09606965849795107,0.07200970886630828
L61817000189,lost_cause_parttime,Fatima,tier3,6,0,solo,False,0,0,2,cold_list,low,Fatima is a licensed agent in a smaller market with 6 years in the business. Closed 0 deals in the last 12 months. Works with an in-house videographer on a regular posting schedule.,0.021365688002552643,0.005,-0.016365688002552642,0.11432702769024874,0.09406798543516605,0.030520322068082986
L61817000190,lost_cause_parttime,Sofia,tier1,7,0,solo,False,0,0,1,cold_list,low,"Sofia has been licensed for 7 years, working in a major metro. Closed 0 deals in the last 12 months.",0.01678951448721255,0.09469336507275075,0.0779038505855382,0.12204842692030739,0.07190351873325504,0.018173950350287668
