lead_id,true_segment,agent_first_name,metro_tier,years_licensed,deals_last_12m,team_role,has_youtube,yt_subscribers,videos_last_90d,ig_posts_per_month,lead_source,deals_bucket,bio,true_p0,true_p1,true_call_uplift,true_reply_p_tmpl0,true_reply_p_tmpl1,true_reply_p_tmpl2,rule_fit,llm_fit,llm_fallback,llm_status,llm_reason,W,template,pi_W,pi_A,booked_call,positive_reply
L60917002390,lost_cause_parttime,Aisha,tier1,15,3,solo,False,0,0,0,webinar,low,Aisha is a licensed agent in a major metro with 15 years in the business. Closed 3 deals in the last 12 months. Signed up after a webinar.,0.02119497857541056,0.011815958211997072,-0.009379020363413487,0.10648047569616434,0.056218398775375975,0.11636458943397815,3.0,55.0,False,ok,"Experienced, low deals, webinar signup",0,1,0.5,0.3333333333333333,0,0
L60917005524,persuadable_growth,Sofia,tier2,2,17,team_member,False,0,0,14,webinar,high,Realtor based in a mid-size metro.,0.02491542701487085,0.25077557797745165,0.2258601509625808,0.12783095273986023,0.12920128417116464,0.08049257663034584,17.0,40.0,False,ok,"Minimal info, no activity mentioned",0,0,0.5,0.3333333333333333,0,0
L60917000812,ambiguous_team_member,Fatima,tier1,3,13,team_member,False,0,0,4,webinar,mid,Realtor based in a major metro.,0.0453244331718039,0.11933878556754093,0.07401435239573703,0.09775291014223574,0.11231855035584035,0.09101870526866364,13.0,40.0,False,ok,"Minimal info, no activity mentioned",1,0,0.5,0.3333333333333333,0,0
L60917001040,lost_cause_parttime,Nina,tier3,11,0,solo,False,0,0,2,webinar,low,"Based in a smaller market, Nina has 11 years of experience. Closed 0 deals in the last 12 months. Signed up after a webinar.",0.025072887203642886,0.03362897295403028,0.008556085750387393,0.09124792070698406,0.08628429530361965,0.07231845922300821,0.0,30.0,False,ok,"Zero deals, low activity, weak momentum",0,1,0.5,0.3333333333333333,0,0
L60917000858,sure_thing_inbound,Daniel,tier3,12,16,solo,True,266,5,5,inbound_form,high,Daniel is a licensed agent in a smaller market with 12 years in the business. Closed 16 deals in the last 12 months. Has some in-house support for producing video content. Filled out our contact form.,0.3921363287146557,0.35420073476185926,-0.03793559395279644,0.09357007479777106,0.09627419251528785,0.12327367108582189,56.266,50.0,False,ok,Good production but has in-house video support,1,0,0.5,0.3333333333333333,0,1
L60917001592,persuadable_growth,Michael,tier1,11,16,team_member,False,0,0,16,cold_list,high,Realtor based in a major metro.,0.03665142609359858,0.1306576187464601,0.0940061926528615,0.10191117820213741,0.11939325041322131,0.0717348719506361,16.0,40.0,False,ok,"Minimal info, no activity mentioned",0,1,0.5,0.3333333333333333,0,0
L60917005654,ambiguous_team_member,Maria,tier2,5,10,team_member,False,0,0,9,webinar,mid,"Maria has been licensed for 5 years, working in a mid-size metro. Shares listings and updates on social media often. Attended one of our marketing webinars.",0.0452671556911643,0.12666790226953628,0.08140074657837199,0.09455920314243223,0.09530857425373103,0.055648011975681894,10.0,75.0,False,ok,"Active on social, engaged, room to grow",1,2,0.5,0.3333333333333333,0,0
L60917003150,lost_cause_parttime,Robert,tier1,8,2,solo,False,0,0,2,cold_list,low,Robert is a licensed agent with 8 years in the business.,0.018779308104307755,0.005,-0.013779308104307754,0.09949078604714429,0.10590674287571886,0.04063116192969869,2.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",0,2,0.5,0.3333333333333333,0,0
L60917000638,do_not_disturb_media_team,Marcus,tier2,7,20,team_lead,True,19995,16,11,webinar,high,Marcus is a realtor in a mid-size metro.,0.13806001427930023,0.0937978771640478,-0.044262137115252426,0.11393880601620106,0.07919070155874344,0.13157759806819752,59.995000000000005,40.0,False,ok,"Minimal info, no activity mentioned",1,1,0.5,0.3333333333333333,0,0
L60917004079,lost_cause_parttime,Marcus,tier3,24,1,solo,False,0,0,3,webinar,low,Marcus is a licensed agent in a smaller market with 24 years in the business. Posts on Instagram regularly.,0.01944359820385819,0.08356722858165466,0.06412363037779648,0.07301575256427136,0.08481529902672329,0.0866983136185422,1.0,65.0,False,ok,"Experienced, posts Instagram, room for video",1,2,0.5,0.3333333333333333,0,0
L60917001882,sure_thing_inbound,Andre,tier1,21,12,team_member,True,418,3,5,inbound_form,mid,"Andre has been licensed for 21 years, working in a major metro. Closed 12 deals in the last 12 months.",0.24771044717294108,0.22634615286559748,-0.0213642943073436,0.13116330042764027,0.07086077167467619,0.06602345440036962,52.418,60.0,False,ok,"Experienced, solid production, no video mentioned",1,0,0.5,0.3333333333333333,0,0
L60917004258,lost_cause_parttime,Sofia,tier1,25,1,solo,False,0,0,2,cold_list,low,Sofia is a licensed agent with 25 years in the business.,0.01960576872362436,0.01429638954719655,-0.005309379176427811,0.08342450023541471,0.09819265336542875,0.08008965963268048,1.0,50.0,False,ok,"Experienced agent, no activity mentioned",1,1,0.5,0.3333333333333333,0,0
L60917005605,persuadable_growth,Brian,tier1,17,12,team_member,False,0,0,13,cold_list,mid,Brian is a realtor in a major metro.,0.01590109546287184,0.2408993239129491,0.22499822845007728,0.07786318922211108,0.0872870702199749,0.07284018169551991,12.0,40.0,False,ok,"Minimal info, no activity mentioned",1,0,0.5,0.3333333333333333,0,0
L60917002556,lost_cause_parttime,Andre,tier1,14,1,solo,False,0,0,0,cold_list,low,"Andre has been licensed for 14 years, working in a major metro. Mentioned wanting to take things to the next level this year.",0.0149482633752493,0.04274959317320263,0.027801329797953328,0.0927165363911639,0.09828045873794028,0.08318330719430432,1.0,70.0,False,ok,"Experienced, ambitious, wants next level",0,0,0.5,0.3333333333333333,0,0
L60917004869,lost_cause_parttime,Andre,tier1,12,3,solo,False,0,0,3,cold_list,low,Andre is a licensed agent in a major metro with 12 years in the business. Closed 3 deals in the last 12 months.,0.012539364409620616,0.04501123022549586,0.032471865815875245,0.11512098195473063,0.0674937168069227,0.054080698310653715,3.0,55.0,False,ok,"Experienced, low deals, room to grow",1,0,0.5,0.3333333333333333,0,0
L60917000976,ambiguous_team_member,Grace,tier3,21,11,team_member,False,0,0,11,cold_list,mid,Grace is a licensed agent with 21 years in the business.,0.029951623912702514,0.1285757248620732,0.09862410094937069,0.11257837752643975,0.11885993545003375,0.07714802380644813,11.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",1,1,0.5,0.3333333333333333,0,0
L60917003499,ambiguous_team_member,Aisha,tier1,1,5,team_member,False,0,0,4,cold_list,mid,Aisha is a licensed agent in a major metro with 1 years in the business. Closed 5 deals in the last 12 months. Added from an outreach list.,0.04720556760313916,0.15122162858366375,0.1040160609805246,0.08509068188553615,0.08047605008180116,0.0979331036941386,5.0,60.0,False,ok,"New agent, some deals, outreach list",0,2,0.5,0.3333333333333333,0,0
L60917000440,ambiguous_team_member,Daniel,tier2,13,14,team_member,False,0,0,3,webinar,mid,Daniel is a licensed agent with 13 years in the business.,0.05774046567485794,0.09583229384866988,0.038091828173811945,0.15155498098914058,0.09158382696537806,0.07026177206407447,14.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",0,2,0.5,0.3333333333333333,0,0
L60917005329,lost_cause_parttime,Tom,tier1,18,0,solo,False,0,0,3,cold_list,low,"Tom has been licensed for 18 years, working in a major metro. Closed 0 deals in the last 12 months.",0.023720843369482776,0.04032734747460095,0.016606504105118172,0.10398951202888948,0.0945858318181588,0.13975749858730957,0.0,25.0,False,ok,"Experienced but zero deals, inactive",0,0,0.5,0.3333333333333333,0,0
L60917002225,persuadable_growth,Aisha,tier2,7,14,team_member,False,0,0,7,cold_list,mid,"Aisha has been licensed for 7 years, working in a mid-size metro.",0.04327581272188402,0.19256235932481522,0.1492865466029312,0.06205478195832144,0.10267498150794115,0.034980868734493596,14.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",1,0,0.5,0.3333333333333333,0,0
L60917000047,sure_thing_inbound,Brian,tier2,15,12,team_member,True,359,4,13,inbound_form,mid,Realtor based in a mid-size metro.,0.3275186012706583,0.2943297329867991,-0.033188868283859196,0.10072738545078536,0.058623560978543446,0.08940139194753584,52.359,45.0,False,ok,"Minimal info, no activity mentioned",1,2,0.5,0.3333333333333333,0,0
L60917002193,sure_thing_inbound,Yolanda,tier2,1,4,solo,False,0,0,10,inbound_form,low,Yolanda is a licensed agent with 1 years in the business.,0.2599329577825736,0.32967590859346946,0.06974295081089588,0.10048477016872955,0.08343723024068493,0.07615168700640061,24.0,50.0,False,ok,"New agent, no activity mentioned",1,2,0.5,0.3333333333333333,1,0
L60917004599,ambiguous_team_member,Marcus,tier2,7,16,team_member,False,0,0,5,webinar,high,"Marcus has been licensed for 7 years, working in a mid-size metro. Closed 16 deals in the last 12 months.",0.05366408267136774,0.0905338831705245,0.036869800499156766,0.09147790645243883,0.12878110264465642,0.06096936141861761,16.0,70.0,False,ok,"Experienced, 16 deals, room to grow",0,2,0.5,0.3333333333333333,0,0
L60917001401,hidden_gem_sparse_bio,Wei,tier2,15,17,solo,False,0,0,7,webinar,high,Wei is a licensed agent in a mid-size metro with 15 years in the business. Signed up after a webinar.,0.03306815297728624,0.23284546592709776,0.19977731294981152,0.10647317973825511,0.11079878616023768,0.08673495469747763,17.0,60.0,False,ok,"Experienced, webinar signup, some initiative",0,2,0.5,0.3333333333333333,0,0
L60917003409,hidden_gem_sparse_bio,Marcus,tier3,3,14,solo,False,0,0,14,cold_list,mid,Marcus is a realtor in a smaller market.,0.028265051339167388,0.1792426460907814,0.15097759475161399,0.11461148720250983,0.10365276971050646,0.056061621219259214,14.0,45.0,False,ok,"Minimal info, smaller market",1,0,0.5,0.3333333333333333,0,0
L60917004384,ambiguous_team_member,David,tier1,7,5,team_member,False,0,0,3,cold_list,mid,"Based in a major metro, David has 7 years of experience.",0.051668433042047254,0.06672227174040868,0.015053838698361424,0.13388565127844704,0.11609305948307869,0.11640677781349282,5.0,55.0,False,ok,"Experienced, major metro, no digital presence",0,1,0.5,0.3333333333333333,0,0
L60917005582,lost_cause_parttime,Marcus,tier3,2,1,solo,False,0,0,2,cold_list,low,"Based in a smaller market, Marcus has 2 years of experience. Added from an outreach list.",0.029006092279944065,0.049136082230093525,0.02012998995014946,0.10598773433314214,0.07584127890898659,0.08418063640056728,1.0,40.0,False,ok,"Newer agent, smaller market, outreach list",1,2,0.5,0.3333333333333333,0,0
L60917000300,persuadable_growth,Linda,tier3,20,11,team_member,False,0,0,16,webinar,mid,Linda is a licensed agent with 20 years in the business.,0.03356063741547003,0.18914623414547352,0.1555855967300035,0.11815449728226972,0.08875487444176483,0.06931674832430323,11.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",1,0,0.5,0.3333333333333333,0,0
L60917001636,ambiguous_team_member,Fatima,tier1,25,17,team_member,False,0,0,7,cold_list,high,Realtor based in a major metro.,0.044128629755239825,0.06994654303688691,0.025817913281647085,0.10542713549761996,0.14068024452028452,0.06969436963299085,17.0,45.0,False,ok,"Minimal info, no activity mentioned",1,0,0.5,0.3333333333333333,0,0
L60917003008,lost_cause_parttime,Kevin,tier2,18,2,solo,False,0,0,1,cold_list,low,Kevin is a licensed agent with 18 years in the business.,0.022590299155915546,0.02688076089317126,0.004290461737255714,0.07238976099001902,0.10186242008200093,0.08873364923511791,2.0,55.0,False,ok,"Experienced agent, no digital presence mentioned",0,0,0.5,0.3333333333333333,0,0
L60917001551,persuadable_growth,Fatima,tier1,23,5,team_member,False,0,0,17,webinar,mid,"Fatima has been licensed for 23 years, working in a major metro. Closed 5 deals in the last 12 months. Posts on Instagram regularly. Signed up after a webinar.",0.029928025799136185,0.1378084335144592,0.10788040771532302,0.11332070205637572,0.09258306481456686,0.06244842886790876,5.0,75.0,False,ok,"Active Instagram, webinar signup, room to grow",0,2,0.5,0.3333333333333333,0,0
L60917001995,sure_thing_inbound,Julia,tier2,20,3,solo,False,0,0,10,inbound_form,low,"Based in a mid-size metro, Julia has 20 years of experience. Posts on Instagram regularly.",0.25310472546042606,0.27762230060963866,0.0245175751492126,0.1128069144978028,0.08801537332840571,0.052860410757311946,23.0,70.0,False,ok,"Experienced, active Instagram, room to grow",1,0,0.5,0.3333333333333333,0,0
L60917002159,lost_cause_parttime,Emily,tier1,19,2,solo,False,0,0,3,webinar,low,Emily is a licensed agent in a major metro with 19 years in the business. Closed 2 deals in the last 12 months. Signed up after a webinar.,0.018676987345213215,0.006819552258941562,-0.011857435086271653,0.08162430199901806,0.10971706181717311,0.058922356903940404,2.0,60.0,False,ok,"Experienced, webinar signup, low deals",0,0,0.5,0.3333333333333333,0,0
L60917001969,ambiguous_team_member,Grace,tier3,24,14,team_member,False,0,0,9,cold_list,mid,Grace is a licensed agent in a smaller market with 24 years in the business. Closed 14 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Keeps up an active social media presence.,0.05139828316670647,0.15790838182478453,0.10651009865807806,0.12328824261946553,0.1052524952777339,0.10110679347463714,14.0,20.0,False,ok,Already has YouTube channel and media team,0,0,0.5,0.3333333333333333,0,0
L60917005998,ambiguous_team_member,Carlos,tier2,10,5,team_member,False,0,0,6,cold_list,mid,"Based in a mid-size metro, Carlos has 10 years of experience. Closed 5 deals in the last 12 months.",0.05536500672901617,0.10159541728510284,0.04623041055608667,0.13671299430933279,0.0970418115274914,0.04517329611199192,5.0,65.0,False,ok,"Experienced, some deals, room to grow",0,1,0.5,0.3333333333333333,0,0
L60917000621,do_not_disturb_media_team,Chen,tier3,3,39,team_lead,True,21642,10,14,cold_list,high,"Based in a smaller market, Chen has 3 years of experience. Closed 39 deals in the last 12 months. Sourced from a purchased contact list.",0.13164688888649786,0.12516398111467944,-0.006482907771818425,0.12152339867565302,0.09561057459103191,0.13668445105884658,71.642,72.0,False,ok,"Strong production, no YouTube presence mentioned",1,0,0.5,0.3333333333333333,0,0
L60917002858,persuadable_growth,Wei,tier3,1,7,solo,False,0,0,18,cold_list,mid,"Based in a smaller market, Wei has 1 years of experience. Closed 7 deals in the last 12 months. Shares listings and updates on social media often.",0.03984852073218404,0.1509003916822234,0.11105187095003938,0.1110284222513879,0.09420495405905542,0.08526606253648918,7.0,68.0,False,ok,"Active social, low deals, room to grow",1,0,0.5,0.3333333333333333,0,0
L60917001305,ambiguous_team_member,Wei,tier2,17,15,team_member,False,0,0,4,cold_list,high,"Wei has been licensed for 17 years, working in a mid-size metro. Mentioned wanting help building out a YouTube presence. Sourced from a purchased contact list.",0.04380717772762615,0.08855833387129088,0.044751156143664726,0.0935517460851673,0.11585692322189481,0.06486492495625637,15.0,85.0,False,ok,"Wants YouTube help, experienced, clear gap",1,0,0.5,0.3333333333333333,0,0
L60917000330,ambiguous_team_member,Tom,tier2,24,13,team_member,False,0,0,10,webinar,mid,Tom is a licensed agent in a mid-size metro with 24 years in the business. Closed 13 deals in the last 12 months. Keeps up an active social media presence. Signed up after a webinar.,0.052349714175624666,0.07895075223772903,0.026601038062104364,0.11428909716867364,0.07463156791676537,0.07210402200067519,13.0,78.0,False,ok,"Active social, established, webinar signup",0,0,0.5,0.3333333333333333,0,0
L60917002079,lost_cause_parttime,Grace,tier3,5,1,solo,False,0,0,0,webinar,low,Grace is a licensed agent in a smaller market with 5 years in the business. Closed 1 deals in the last 12 months.,0.0178151028005422,0.005,-0.0128151028005422,0.11837281778300286,0.08730195010319783,0.043146945772901325,1.0,30.0,False,ok,"Very low production, little activity mentioned",0,2,0.5,0.3333333333333333,0,0
L60917001555,hidden_gem_sparse_bio,Maria,tier2,20,5,team_member,False,0,0,5,cold_list,mid,"Based in a mid-size metro, Maria has 20 years of experience. Closed 5 deals in the last 12 months. Posts on Instagram regularly.",0.023613300718504468,0.19993520411183752,0.17632190339333303,0.133203302392834,0.045504857801760064,0.07149100781220206,5.0,60.0,False,ok,"Experienced, posts regularly, low deals",0,1,0.5,0.3333333333333333,0,0
L60917000957,ambiguous_team_member,Grace,tier2,25,17,team_member,False,0,0,5,webinar,high,Grace is a licensed agent in a mid-size metro with 25 years in the business. Closed 17 deals in the last 12 months.,0.04902281886557498,0.09864368304616705,0.04962086418059207,0.09746050987556869,0.10412732351458547,0.07370589110197948,17.0,65.0,False,ok,"Established, decent production, no video mention",1,0,0.5,0.3333333333333333,0,0
L60917004896,sure_thing_inbound,Kevin,tier3,5,7,team_member,False,0,0,14,inbound_form,mid,"Based in a smaller market, Kevin has 5 years of experience. Shares listings and updates on social media often. Filled out our contact form.",0.4126952224523486,0.44853851380373866,0.03584329135139008,0.14476873460208,0.070564633743395,0.07658363558597563,27.0,75.0,False,ok,"Active social, inbound interest, room to grow",0,0,0.5,0.3333333333333333,0,0
L60917000453,persuadable_growth,Fatima,tier1,15,13,team_member,False,0,0,11,cold_list,mid,Fatima is a realtor in a major metro.,0.02367110711524393,0.11356293286623298,0.08989182575098906,0.08160739154117601,0.09766801595450256,0.06089488495175978,13.0,45.0,False,ok,"Major metro, no activity or production stated",1,1,0.5,0.3333333333333333,0,0
L60917004366,hidden_gem_sparse_bio,Robert,tier2,16,10,solo,False,0,0,13,cold_list,mid,"Robert has been licensed for 16 years, working in a mid-size metro. Closed 10 deals in the last 12 months. Has been thinking about trying short-form video content.",0.023919036282853603,0.08331950610254653,0.05940046981969292,0.1091840370209565,0.08909698539154383,0.07957463398938026,10.0,82.0,False,ok,"Experienced, wants short-form video, solid production",0,0,0.5,0.3333333333333333,0,0
L60917000658,persuadable_growth,Michael,tier1,6,12,team_member,False,0,0,17,webinar,mid,Michael is a licensed agent in a major metro with 6 years in the business. Closed 12 deals in the last 12 months. Posts on Instagram regularly.,0.024603738115549646,0.10001300510549876,0.07540926698994913,0.07726153262666739,0.09405613861909944,0.12176093681285866,12.0,76.0,False,ok,"Active Instagram, decent production, major metro",0,1,0.5,0.3333333333333333,0,0
L60917005227,ambiguous_team_member,Sofia,tier1,18,5,team_member,False,0,0,2,cold_list,mid,Sofia is a licensed agent with 18 years in the business.,0.04109423721297434,0.12691027340053948,0.08581603618756514,0.10972794066572741,0.06929126566264293,0.0708063726383715,5.0,50.0,False,ok,Experienced but no activity or production stated,0,0,0.5,0.3333333333333333,0,0
L60917004755,persuadable_growth,Michael,tier2,16,19,team_member,False,0,0,11,webinar,high,"Based in a mid-size metro, Michael has 16 years of experience. Closed 19 deals in the last 12 months. Keeps up an active social media presence. Signed up after a webinar.",0.03934314006245976,0.1774527611261744,0.13810962106371463,0.0680469425714828,0.13747444687139032,0.049879892739194104,19.0,80.0,False,ok,"Strong production, active social, webinar signup",1,0,0.5,0.3333333333333333,0,0
L60917005679,hidden_gem_sparse_bio,Robert,tier2,2,17,solo,False,0,0,9,cold_list,high,Robert is a licensed agent in a mid-size metro with 2 years in the business. Sourced from a purchased contact list.,0.019178699674999015,0.07563096757090024,0.05645226789590122,0.08554726614395736,0.12699647006066817,0.08323828366538684,17.0,40.0,False,ok,"New agent, no activity or production stated",1,1,0.5,0.3333333333333333,0,0
L60917001315,ambiguous_team_member,Aisha,tier2,2,5,team_member,False,0,0,9,webinar,mid,Aisha is a licensed agent in a mid-size metro with 2 years in the business. Signed up after a webinar.,0.07841677207465435,0.15941581970094296,0.08099904762628861,0.11255458121503706,0.09101192624421266,0.0801190428182537,5.0,55.0,False,ok,"Newer agent, webinar interest, unproven",0,2,0.5,0.3333333333333333,0,0
L60917000443,persuadable_growth,Kevin,tier1,16,12,solo,False,0,0,17,webinar,mid,"Kevin has been licensed for 16 years, working in a major metro. Attended one of our marketing webinars.",0.02898067024071471,0.1900872058615444,0.1611065356208297,0.09007226301864235,0.10056137444199245,0.038296582696050664,12.0,58.0,False,ok,"Experienced, webinar attendee, no production stated",0,2,0.5,0.3333333333333333,0,0
L60917004828,ambiguous_team_member,Marcus,tier2,20,9,team_member,False,0,0,2,webinar,mid,Marcus is a realtor in a mid-size metro.,0.04321089547722998,0.03348948658580481,-0.009721408891425164,0.10535400813719846,0.06018835631497635,0.10281956938010076,9.0,45.0,False,ok,"Mid-size metro, no activity or production stated",1,0,0.5,0.3333333333333333,0,1
L60917002631,ambiguous_team_member,Kevin,tier2,3,3,team_member,False,0,0,2,cold_list,low,Kevin is a licensed agent in a mid-size metro with 3 years in the business. Closed 3 deals in the last 12 months. Added from an outreach list.,0.05653399201145051,0.12444956530206484,0.06791557329061433,0.11577757087875326,0.08367598815810376,0.07912717809850296,3.0,42.0,False,ok,"Low production, outreach list, minimal activity",0,0,0.5,0.3333333333333333,0,0
L60917003414,ambiguous_team_member,Andre,tier2,22,11,team_member,False,0,0,11,cold_list,mid,Andre is a licensed agent with 22 years in the business.,0.0848471704640387,0.09012842565035101,0.005281255186312311,0.0997685565567851,0.09645388360035344,0.051026192550505126,11.0,50.0,False,ok,Experienced but no activity or production stated,0,2,0.5,0.3333333333333333,1,0
L60917000432,ambiguous_team_member,Kevin,tier1,24,3,team_member,False,0,0,11,cold_list,low,Kevin is a licensed agent in a major metro with 24 years in the business. Closed 3 deals in the last 12 months.,0.05654231881057308,0.14860675582451682,0.09206443701394373,0.06905999876463356,0.0903469657904308,0.08364285622617955,3.0,48.0,False,ok,"Experienced but very low production, no activity",1,2,0.5,0.3333333333333333,0,0
L60917003147,hidden_gem_sparse_bio,Maria,tier1,9,12,solo,False,0,0,11,cold_list,mid,"Maria has been licensed for 9 years, working in a major metro. Keeps up an active social media presence.",0.016169994122594077,0.16236266512561467,0.1461926710030206,0.05770553094050348,0.09379839797526075,0.045846004817685915,12.0,72.0,False,ok,"Established, active social presence, no YouTube mentioned",1,1,0.5,0.3333333333333333,0,0
L60917004668,do_not_disturb_media_team,Linda,tier2,17,33,team_lead,True,11212,18,10,cold_list,high,"Linda has been licensed for 17 years, working in a mid-size metro. Closed 33 deals in the last 12 months. Has some in-house support for producing video content. Keeps up an active social media presence. Added from an outreach list.",0.11784946967492856,0.04668301812367549,-0.07116645155125306,0.08916005009892948,0.0690374881585219,0.17398124861296438,61.212,55.0,False,ok,Strong producer but has in-house video support,1,0,0.5,0.3333333333333333,0,0
L60917001382,ambiguous_team_member,Michael,tier3,17,15,team_member,False,0,0,2,webinar,high,Michael is a licensed agent in a smaller market with 17 years in the business. Closed 15 deals in the last 12 months. Signed up after a webinar.,0.05017612848988734,0.07717718701159892,0.027001058521711585,0.09349678043909951,0.1174984328870513,0.10230663813080149,15.0,68.0,False,ok,"Established agent, moderate production, webinar signup",1,2,0.5,0.3333333333333333,0,0
L60917004941,hidden_gem_sparse_bio,Wei,tier2,4,5,team_member,False,0,0,5,webinar,mid,"Wei has been licensed for 4 years, working in a mid-size metro.",0.025727600821657287,0.12562693331020794,0.09989933248855065,0.11699325710154497,0.07349166303005632,0.06324280049245215,5.0,60.0,False,ok,"Licensed 4 years, mid-size metro, no details",1,0,0.5,0.3333333333333333,0,0
L60917000998,lost_cause_parttime,Carlos,tier3,8,1,solo,False,0,0,3,cold_list,low,Realtor based in a smaller market.,0.020481170984020546,0.005,-0.015481170984020545,0.12421996149080913,0.1265088237079596,0.09842488731278207,1.0,40.0,False,ok,"Only smaller market, no activity details",0,1,0.5,0.3333333333333333,0,0
L60917001145,ambiguous_team_member,Fatima,tier1,15,4,team_member,False,0,0,10,webinar,low,Fatima is a realtor in a major metro.,0.0445044876139643,0.05242543549540395,0.007920947881439655,0.09331007743861842,0.07337020814529313,0.04452048973176957,4.0,45.0,False,ok,"Major metro only, no activity details",0,0,0.5,0.3333333333333333,0,0
L60917001952,do_not_disturb_media_team,Carlos,tier1,2,28,team_lead,True,11629,13,24,cold_list,high,"Carlos has been licensed for 2 years, working in a major metro. Closed 28 deals in the last 12 months. The team already runs a YouTube channel with a dedicated media hire. Sourced from a purchased contact list.",0.14226497361794282,0.055498071444013045,-0.08676690217392978,0.07558844988854692,0.05759498616888738,0.14835215204826266,59.629,20.0,False,ok,Already has dedicated YouTube media team,0,2,0.5,0.3333333333333333,0,0
L60917004719,lost_cause_parttime,Sofia,tier3,10,3,solo,False,0,0,1,cold_list,low,Realtor based in a smaller market.,0.01703369715755636,0.0706575075793045,0.053623810421748144,0.06333034197057794,0.07404210593888354,0.09779000306306192,3.0,40.0,False,ok,"Only smaller market, no activity details",0,0,0.5,0.3333333333333333,0,0
L60917000423,ambiguous_team_member,James,tier2,13,6,team_member,False,0,0,10,cold_list,mid,Realtor based in a mid-size metro.,0.08069853565657725,0.14373890660808025,0.063040370951503,0.07928930579662764,0.06551367532738306,0.07209219223012749,6.0,45.0,False,ok,"Mid-size metro only, no activity details",1,0,0.5,0.3333333333333333,0,0
L60917005756,ambiguous_team_member,Kevin,tier1,13,9,team_member,False,0,0,3,cold_list,mid,"Kevin has been licensed for 13 years, working in a major metro. Closed 9 deals in the last 12 months. Added from an outreach list.",0.043038872344984686,0.15064239368895013,0.10760352134396545,0.11090979724018725,0.08821492131561111,0.0750899811329154,9.0,62.0,False,ok,"Established, low production, room to grow",0,2,0.5,0.3333333333333333,0,0
L60917001083,do_not_disturb_media_team,Daniel,tier1,4,29,team_lead,True,13096,13,28,webinar,high,Realtor based in a major metro.,0.11526437843947812,0.12497997377661901,0.009715595337140892,0.11311316289015419,0.05984274162020817,0.11483439961696479,62.096000000000004,45.0,False,ok,"Major metro only, no activity details",1,0,0.5,0.3333333333333333,0,0
L60917000246,lost_cause_parttime,Grace,tier1,7,3,solo,False,0,0,1,webinar,low,Grace is a licensed agent in a major metro with 7 years in the business. Closed 3 deals in the last 12 months. Signed up after a webinar.,0.017348569865704606,0.005,-0.012348569865704605,0.09204920284784467,0.08753503384032893,0.08581898656761044,3.0,50.0,False,ok,"Established but very low production, webinar signup",0,2,0.5,0.3333333333333333,0,0
L60917001796,sure_thing_inbound,Andre,tier1,5,4,team_member,False,0,0,9,inbound_form,low,Andre is a realtor in a major metro.,0.32471936425364567,0.3431399869836056,0.018420622729959923,0.13312078928821275,0.07182234237356191,0.06035479106499509,24.0,45.0,False,ok,"Major metro only, no activity details",0,0,0.5,0.3333333333333333,0,0
L60917001576,lost_cause_parttime,Emily,tier1,22,3,solo,False,0,0,2,webinar,low,Emily is a licensed agent in a major metro with 22 years in the business. Attended one of our marketing webinars.,0.015603037741371955,0.005,-0.010603037741371956,0.09774287871417124,0.07000231962648482,0.06618216456602481,3.0,58.0,False,ok,"Very experienced, webinar attendee, no production data",1,0,0.5,0.3333333333333333,0,0
L60917001354,persuadable_growth,Fatima,tier1,4,6,solo,False,0,0,7,webinar,mid,Fatima is a realtor in a major metro.,0.033955250525162954,0.23098120228441055,0.1970259517592476,0.07891082007856667,0.04061088003847906,0.07575096935502063,6.0,45.0,False,ok,"Major metro only, no activity details",0,0,0.5,0.3333333333333333,0,0
L60917002692,persuadable_growth,Andre,tier1,3,8,solo,False,0,0,9,webinar,mid,Realtor based in a major metro.,0.022835746681574693,0.12243660590139947,0.09960085921982478,0.07668234646027698,0.04972132697151126,0.0886694128614503,8.0,45.0,False,ok,"Major metro only, no activity details",1,2,0.5,0.3333333333333333,0,0
L60917000469,ambiguous_team_member,Chen,tier2,23,3,team_member,False,0,0,4,webinar,low,Chen is a licensed agent with 23 years in the business.,0.040737318318940424,0.12495731762839148,0.08421999930945105,0.11249125335860255,0.06550479531407286,0.10730750105599098,3.0,50.0,False,ok,"Very experienced, no market or activity details",1,2,0.5,0.3333333333333333,0,0
L60917005572,persuadable_growth,Aisha,tier3,17,7,solo,False,0,0,12,webinar,mid,"Aisha has been licensed for 17 years, working in a smaller market. Closed 7 deals in the last 12 months. Keeps up an active social media presence. Attended one of our marketing webinars.",0.029225178734585442,0.1613518565589475,0.13212667782436205,0.11342695542497643,0.09859029171862634,0.07863363868668828,7.0,65.0,False,ok,"Established, active social, low production, webinar",1,0,0.5,0.3333333333333333,0,1
